"REF_DATE","GEO","DGUID","Sales and resales","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Quebec","2016A000224","Total greenhouse sales","Dollars","81","units ","0","v52221763","6.1","259230629","","","","0"
"2015","Quebec","2016A000224","Fruit and vegetable sales","Dollars","81","units ","0","v52221774","6.2","95413215","","","","0"
"2015","Quebec","2016A000224","Flower and plant sales and resales","Dollars","81","units ","0","v52221785","6.3","163817414","","","","0"
"2015","Quebec","2016A000224","Flower and plant sales","Dollars","81","units ","0","v52313477","6.4","143743305","","","","0"
"2015","Quebec","2016A000224","Flower and plant resales","Dollars","81","units ","0","v52313488","6.5","20074109","","","","0"
"2015","Ontario","2016A000235","Total greenhouse sales","Dollars","81","units ","0","v52221764","7.1","1630480070","","","","0"
"2015","Ontario","2016A000235","Fruit and vegetable sales","Dollars","81","units ","0","v52221775","7.2","835121516","","","","0"
"2015","Ontario","2016A000235","Flower and plant sales and resales","Dollars","81","units ","0","v52221786","7.3","795358554","","","","0"
"2015","Ontario","2016A000235","Flower and plant sales","Dollars","81","units ","0","v52313478","7.4","652616249","","","","0"
"2015","Ontario","2016A000235","Flower and plant resales","Dollars","81","units ","0","v52313489","7.5","142742305","","","","0"
"2015","Manitoba","2016A000246","Total greenhouse sales","Dollars","81","units ","0","v52221765","8.1","35848567","","","","0"
"2015","Manitoba","2016A000246","Fruit and vegetable sales","Dollars","81","units ","0","v52221776","8.2","1239684","","","","0"
"2015","Manitoba","2016A000246","Flower and plant sales and resales","Dollars","81","units ","0","v52221787","8.3","","F","","","0"
"2015","Manitoba","2016A000246","Flower and plant sales","Dollars","81","units ","0","v52313479","8.4","","F","","","0"
"2015","Manitoba","2016A000246","Flower and plant resales","Dollars","81","units ","0","v52313490","8.5","3561481","","","","0"
"2015","Saskatchewan","2016A000247","Total greenhouse sales","Dollars","81","units ","0","v52221766","9.1","17355930","","","","0"
"2015","Saskatchewan","2016A000247","Fruit and vegetable sales","Dollars","81","units ","0","v52221777","9.2","1386159","","","","0"
"2015","Saskatchewan","2016A000247","Flower and plant sales and resales","Dollars","81","units ","0","v52221788","9.3","15969771","","","","0"
"2015","Saskatchewan","2016A000247","Flower and plant sales","Dollars","81","units ","0","v52313480","9.4","13501356","","","","0"
"2015","Saskatchewan","2016A000247","Flower and plant resales","Dollars","81","units ","0","v52313491","9.5","2468415","","","","0"
"2015","Alberta","2016A000248","Total greenhouse sales","Dollars","81","units ","0","v52221767","10.1","132438679","","","","0"
"2015","Alberta","2016A000248","Fruit and vegetable sales","Dollars","81","units ","0","v52221778","10.2","53584100","","","","0"
"2015","Alberta","2016A000248","Flower and plant sales and resales","Dollars","81","units ","0","v52221789","10.3","78854579","","","","0"
"2015","Alberta","2016A000248","Flower and plant sales","Dollars","81","units ","0","v52313481","10.4","68544571","","","","0"
"2015","Alberta","2016A000248","Flower and plant resales","Dollars","81","units ","0","v52313492","10.5","10310008","","","","0"
"2015","British Columbia","2016A000259","Total greenhouse sales","Dollars","81","units ","0","v52221768","11.1","651148187","","","","0"
"2015","British Columbia","2016A000259","Fruit and vegetable sales","Dollars","81","units ","0","v52221779","11.2","298397966","","","","0"
"2015","British Columbia","2016A000259","Flower and plant sales and resales","Dollars","81","units ","0","v52221790","11.3","352750221","","","","0"
"2015","British Columbia","2016A000259","Flower and plant sales","Dollars","81","units ","0","v52313482","11.4","319637137","","","","0"
"2015","British Columbia","2016A000259","Flower and plant resales","Dollars","81","units ","0","v52313493","11.5","33113084","","","","0"
"2016","Canada","2016A000011124","Total greenhouse sales","Dollars","81","units ","0","v52221769","1.1","2841334546","E","","","0"
"2016","Canada","2016A000011124","Fruit and vegetable sales","Dollars","81","units ","0","v52221780","1.2","1331162692","","","","0"
"2016","Canada","2016A000011124","Flower and plant sales and resales","Dollars","81","units ","0","v52221791","1.3","1510171854","","","","0"
"2016","Canada","2016A000011124","Flower and plant sales","Dollars","81","units ","0","v52313483","1.4","1311078152","","","","0"
"2016","Canada","2016A000011124","Flower and plant resales","Dollars","81","units ","0","v52313494","1.5","199093702","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total greenhouse sales","Dollars","81","units ","0","v52221759","2.1","8202592","E","","","0"
"2016","Newfoundland and Labrador","2016A000210","Fruit and vegetable sales","Dollars","81","units ","0","v52221770","2.2","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Flower and plant sales and resales","Dollars","81","units ","0","v52221781","2.3","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Flower and plant sales","Dollars","81","units ","0","v52313473","2.4","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Flower and plant resales","Dollars","81","units ","0","v52313484","2.5","","x","","","0"
"2016","Prince Edward Island","2016A000211","Total greenhouse sales","Dollars","81","units ","0","v52221760","3.1","7027729","E","","","0"
"2016","Prince Edward Island","2016A000211","Fruit and vegetable sales","Dollars","81","units ","0","v52221771","3.2","","x","","","0"
"2016","Prince Edward Island","2016A000211","Flower and plant sales and resales","Dollars","81","units ","0","v52221782","3.3","","x","","","0"
"2016","Prince Edward Island","2016A000211","Flower and plant sales","Dollars","81","units ","0","v52313474","3.4","","x","","","0"
"2016","Prince Edward Island","2016A000211","Flower and plant resales","Dollars","81","units ","0","v52313485","3.5","198737","","","","0"
"2016","Nova Scotia","2016A000212","Total greenhouse sales","Dollars","81","units ","0","v52221761","4.1","25626732","E","","","0"
"2016","Nova Scotia","2016A000212","Fruit and vegetable sales","Dollars","81","units ","0","v52221772","4.2","8620079","","","","0"
"2016","Nova Scotia","2016A000212","Flower and plant sales and resales","Dollars","81","units ","0","v52221783","4.3","17006653","","","","0"
"2016","Nova Scotia","2016A000212","Flower and plant sales","Dollars","81","units ","0","v52313475","4.4","","x","","","0"
"2016","Nova Scotia","2016A000212","Flower and plant resales","Dollars","81","units ","0","v52313486","4.5","","x","","","0"
"2016","New Brunswick","2016A000213","Total greenhouse sales","Dollars","81","units ","0","v52221762","5.1","44971398","E","","","0"
"2016","New Brunswick","2016A000213","Fruit and vegetable sales","Dollars","81","units ","0","v52221773","5.2","","x","","","0"
"2016","New Brunswick","2016A000213","Flower and plant sales and resales","Dollars","81","units ","0","v52221784","5.3","","x","","","0"
"2016","New Brunswick","2016A000213","Flower and plant sales","Dollars","81","units ","0","v52313476","5.4","41162700","","","","0"
"2016","New Brunswick","2016A000213","Flower and plant resales","Dollars","81","units ","0","v52313487","5.5","","x","","","0"
"2016","Quebec","2016A000224","Total greenhouse sales","Dollars","81","units ","0","v52221763","6.1","279821457","E","","","0"
"2016","Quebec","2016A000224","Fruit and vegetable sales","Dollars","81","units ","0","v52221774","6.2","102855902","","","","0"
"2016","Quebec","2016A000224","Flower and plant sales and resales","Dollars","81","units ","0","v52221785","6.3","176965555","","","","0"
"2016","Quebec","2016A000224","Flower and plant sales","Dollars","81","units ","0","v52313477","6.4","155439195","","","","0"
"2016","Quebec","2016A000224","Flower and plant resales","Dollars","81","units ","0","v52313488","6.5","21526360","","","","0"
"2016","Ontario","2016A000235","Total greenhouse sales","Dollars","81","units ","0","v52221764","7.1","1651200413","E","","","0"
"2016","Ontario","2016A000235","Fruit and vegetable sales","Dollars","81","units ","0","v52221775","7.2","860696573","","","","0"
"2016","Ontario","2016A000235","Flower and plant sales and resales","Dollars","81","units ","0","v52221786","7.3","790503840","","","","0"
"2016","Ontario","2016A000235","Flower and plant sales","Dollars","81","units ","0","v52313478","7.4","660763605","","","","0"
"2016","Ontario","2016A000235","Flower and plant resales","Dollars","81","units ","0","v52313489","7.5","129740235","","","","0"
"2016","Manitoba","2016A000246","Total greenhouse sales","Dollars","81","units ","0","v52221765","8.1","34652710","E","","","0"
"2016","Manitoba","2016A000246","Fruit and vegetable sales","Dollars","81","units ","0","v52221776","8.2","1073896","","","","0"
"2016","Manitoba","2016A000246","Flower and plant sales and resales","Dollars","81","units ","0","v52221787","8.3","33578814","","","","0"
"2016","Manitoba","2016A000246","Flower and plant sales","Dollars","81","units ","0","v52313479","8.4","29033570","","","","0"
"2016","Manitoba","2016A000246","Flower and plant resales","Dollars","81","units ","0","v52313490","8.5","4545244","","","","0"
"2016","Saskatchewan","2016A000247","Total greenhouse sales","Dollars","81","units ","0","v52221766","9.1","14662037","E","","","0"
"2016","Saskatchewan","2016A000247","Fruit and vegetable sales","Dollars","81","units ","0","v52221777","9.2","1434371","","","","0"
"2016","Saskatchewan","2016A000247","Flower and plant sales and resales","Dollars","81","units ","0","v52221788","9.3","13227666","","","","0"
"2016","Saskatchewan","2016A000247","Flower and plant sales","Dollars","81","units ","0","v52313480","9.4","11590817","","","","0"
"2016","Saskatchewan","2016A000247","Flower and plant resales","Dollars","81","units ","0","v52313491","9.5","1636849","","","","0"
"2016","Alberta","2016A000248","Total greenhouse sales","Dollars","81","units ","0","v52221767","10.1","132927848","E","","","0"
"2016","Alberta","2016A000248","Fruit and vegetable sales","Dollars","81","units ","0","v52221778","10.2","55674891","","","","0"
"2016","Alberta","2016A000248","Flower and plant sales and resales","Dollars","81","units ","0","v52221789","10.3","77252957","","","","0"
"2016","Alberta","2016A000248","Flower and plant sales","Dollars","81","units ","0","v52313481","10.4","68807022","","","","0"
"2016","Alberta","2016A000248","Flower and plant resales","Dollars","81","units ","0","v52313492","10.5","8445935","","","","0"
"2016","British Columbia","2016A000259","Total greenhouse sales","Dollars","81","units ","0","v52221768","11.1","642241630","E","","","0"
"2016","British Columbia","2016A000259","Fruit and vegetable sales","Dollars","81","units ","0","v52221779","11.2","298443103","","","","0"
"2016","British Columbia","2016A000259","Flower and plant sales and resales","Dollars","81","units ","0","v52221790","11.3","343798527","","","","0"
"2016","British Columbia","2016A000259","Flower and plant sales","Dollars","81","units ","0","v52313482","11.4","320650133","","","","0"
"2016","British Columbia","2016A000259","Flower and plant resales","Dollars","81","units ","0","v52313493","11.5","23148394","","","","0"
"2017","Canada","2016A000011124","Total greenhouse sales","Dollars","81","units ","0","v52221769","1.1","2941002450","E","","","0"
"2017","Canada","2016A000011124","Fruit and vegetable sales","Dollars","81","units ","0","v52221780","1.2","1437089374","","","","0"
"2017","Canada","2016A000011124","Flower and plant sales and resales","Dollars","81","units ","0","v52221791","1.3","1503913076","","","","0"
"2017","Canada","2016A000011124","Flower and plant sales","Dollars","81","units ","0","v52313483","1.4","1303740150","","","","0"
"2017","Canada","2016A000011124","Flower and plant resales","Dollars","81","units ","0","v52313494","1.5","200172926","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total greenhouse sales","Dollars","81","units ","0","v52221759","2.1","8956108","E","","","0"
"2017","Newfoundland and Labrador","2016A000210","Fruit and vegetable sales","Dollars","81","units ","0","v52221770","2.2","240216","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Flower and plant sales and resales","Dollars","81","units ","0","v52221781","2.3","8715892","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Flower and plant sales","Dollars","81","units ","0","v52313473","2.4","7228034","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Flower and plant resales","Dollars","81","units ","0","v52313484","2.5","1487858","","","","0"
"2017","Prince Edward Island","2016A000211","Total greenhouse sales","Dollars","81","units ","0","v52221760","3.1","7055433","E","","","0"
"2017","Prince Edward Island","2016A000211","Fruit and vegetable sales","Dollars","81","units ","0","v52221771","3.2","1604317","","","","0"
"2017","Prince Edward Island","2016A000211","Flower and plant sales and resales","Dollars","81","units ","0","v52221782","3.3","5451116","","","","0"
"2017","Prince Edward Island","2016A000211","Flower and plant sales","Dollars","81","units ","0","v52313474","3.4","5126164","","","","0"
"2017","Prince Edward Island","2016A000211","Flower and plant resales","Dollars","81","units ","0","v52313485","3.5","324952","","","","0"
"2017","Nova Scotia","2016A000212","Total greenhouse sales","Dollars","81","units ","0","v52221761","4.1","21550209","E","","","0"
"2017","Nova Scotia","2016A000212","Fruit and vegetable sales","Dollars","81","units ","0","v52221772","4.2","8591659","","","","0"
"2017","Nova Scotia","2016A000212","Flower and plant sales and resales","Dollars","81","units ","0","v52221783","4.3","12958550","","","","0"
"2017","Nova Scotia","2016A000212","Flower and plant sales","Dollars","81","units ","0","v52313475","4.4","10287718","","","","0"
"2017","Nova Scotia","2016A000212","Flower and plant resales","Dollars","81","units ","0","v52313486","4.5","2670832","","","","0"
"2017","New Brunswick","2016A000213","Total greenhouse sales","Dollars","81","units ","0","v52221762","5.1","45279114","E","","","0"
"2017","New Brunswick","2016A000213","Fruit and vegetable sales","Dollars","81","units ","0","v52221773","5.2","962613","","","","0"
"2017","New Brunswick","2016A000213","Flower and plant sales and resales","Dollars","81","units ","0","v52221784","5.3","44316501","E","","","0"
"2017","New Brunswick","2016A000213","Flower and plant sales","Dollars","81","units ","0","v52313476","5.4","41765580","E","","","0"
"2017","New Brunswick","2016A000213","Flower and plant resales","Dollars","81","units ","0","v52313487","5.5","2550921","","","","0"
"2017","Quebec","2016A000224","Total greenhouse sales","Dollars","81","units ","0","v52221763","6.1","324431425","E","","","0"
"2017","Quebec","2016A000224","Fruit and vegetable sales","Dollars","81","units ","0","v52221774","6.2","131792344","","","","0"
"2017","Quebec","2016A000224","Flower and plant sales and resales","Dollars","81","units ","0","v52221785","6.3","192639081","","","","0"
"2017","Quebec","2016A000224","Flower and plant sales","Dollars","81","units ","0","v52313477","6.4","172844613","","","","0"
"2017","Quebec","2016A000224","Flower and plant resales","Dollars","81","units ","0","v52313488","6.5","19794468","","","","0"
"2017","Ontario","2016A000235","Total greenhouse sales","Dollars","81","units ","0","v52221764","7.1","1693767953","E","","","0"
"2017","Ontario","2016A000235","Fruit and vegetable sales","Dollars","81","units ","0","v52221775","7.2","918908517","","","","0"
"2017","Ontario","2016A000235","Flower and plant sales and resales","Dollars","81","units ","0","v52221786","7.3","774859436","","","","0"
"2017","Ontario","2016A000235","Flower and plant sales","Dollars","81","units ","0","v52313478","7.4","639449853","","","","0"
"2017","Ontario","2016A000235","Flower and plant resales","Dollars","81","units ","0","v52313489","7.5","135409583","","","","0"
"2017","Manitoba","2016A000246","Total greenhouse sales","Dollars","81","units ","0","v52221765","8.1","34439096","E","","","0"
"2017","Manitoba","2016A000246","Fruit and vegetable sales","Dollars","81","units ","0","v52221776","8.2","1081997","","","","0"
"2017","Manitoba","2016A000246","Flower and plant sales and resales","Dollars","81","units ","0","v52221787","8.3","33357099","","","","0"
"2017","Manitoba","2016A000246","Flower and plant sales","Dollars","81","units ","0","v52313479","8.4","30763926","","","","0"
"2017","Manitoba","2016A000246","Flower and plant resales","Dollars","81","units ","0","v52313490","8.5","2593173","","","","0"
"2017","Saskatchewan","2016A000247","Total greenhouse sales","Dollars","81","units ","0","v52221766","9.1","12366126","E","","","0"
"2017","Saskatchewan","2016A000247","Fruit and vegetable sales","Dollars","81","units ","0","v52221777","9.2","1473863","","","","0"
"2017","Saskatchewan","2016A000247","Flower and plant sales and resales","Dollars","81","units ","0","v52221788","9.3","10892263","","","","0"
"2017","Saskatchewan","2016A000247","Flower and plant sales","Dollars","81","units ","0","v52313480","9.4","9490704","","","","0"
"2017","Saskatchewan","2016A000247","Flower and plant resales","Dollars","81","units ","0","v52313491","9.5","1401559","","","","0"
"2017","Alberta","2016A000248","Total greenhouse sales","Dollars","81","units ","0","v52221767","10.1","147413998","E","","","0"
"2017","Alberta","2016A000248","Fruit and vegetable sales","Dollars","81","units ","0","v52221778","10.2","70541574","","","","0"
"2017","Alberta","2016A000248","Flower and plant sales and resales","Dollars","81","units ","0","v52221789","10.3","76872424","","","","0"
"2017","Alberta","2016A000248","Flower and plant sales","Dollars","81","units ","0","v52313481","10.4","66091788","","","","0"
"2017","Alberta","2016A000248","Flower and plant resales","Dollars","81","units ","0","v52313492","10.5","10780636","","","","0"
"2017","British Columbia","2016A000259","Total greenhouse sales","Dollars","81","units ","0","v52221768","11.1","645742988","E","","","0"
"2017","British Columbia","2016A000259","Fruit and vegetable sales","Dollars","81","units ","0","v52221779","11.2","301892274","","","","0"
"2017","British Columbia","2016A000259","Flower and plant sales and resales","Dollars","81","units ","0","v52221790","11.3","343850714","","","","0"
"2017","British Columbia","2016A000259","Flower and plant sales","Dollars","81","units ","0","v52313482","11.4","320691770","","","","0"
"2017","British Columbia","2016A000259","Flower and plant resales","Dollars","81","units ","0","v52313493","11.5","23158944","","","","0"
"2018","Canada","2016A000011124","Total greenhouse sales","Dollars","81","units","0","v52221769","1.1","3067783772","E","","","0"
"2018","Canada","2016A000011124","Fruit and vegetable sales","Dollars","81","units","0","v52221780","1.2","1512118268","","","","0"
"2018","Canada","2016A000011124","Flower and plant sales and resales","Dollars","81","units","0","v52221791","1.3","1555665504","","","","0"
"2018","Canada","2016A000011124","Flower and plant sales","Dollars","81","units","0","v52313483","1.4","1363283543","","","","0"
"2018","Canada","2016A000011124","Flower and plant resales","Dollars","81","units","0","v52313494","1.5","192381961","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total greenhouse sales","Dollars","81","units","0","v52221759","2.1","8832772","E","","","0"
"2018","Newfoundland and Labrador","2016A000210","Fruit and vegetable sales","Dollars","81","units","0","v52221770","2.2","276762","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Flower and plant sales and resales","Dollars","81","units","0","v52221781","2.3","8556010","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Flower and plant sales","Dollars","81","units","0","v52313473","2.4","7034869","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Flower and plant resales","Dollars","81","units","0","v52313484","2.5","1521141","","","","0"
"2018","Prince Edward Island","2016A000211","Total greenhouse sales","Dollars","81","units","0","v52221760","3.1","7988278","E","","","0"
"2018","Prince Edward Island","2016A000211","Fruit and vegetable sales","Dollars","81","units","0","v52221771","3.2","2440514","","","","0"
"2018","Prince Edward Island","2016A000211","Flower and plant sales and resales","Dollars","81","units","0","v52221782","3.3","5547764","E","","","0"
"2018","Prince Edward Island","2016A000211","Flower and plant sales","Dollars","81","units","0","v52313474","3.4","","x","","","0"
"2018","Prince Edward Island","2016A000211","Flower and plant resales","Dollars","81","units","0","v52313485","3.5","","x","","","0"
"2018","Nova Scotia","2016A000212","Total greenhouse sales","Dollars","81","units","0","v52221761","4.1","21299222","E","","","0"
"2018","Nova Scotia","2016A000212","Fruit and vegetable sales","Dollars","81","units","0","v52221772","4.2","8582042","","","","0"
"2018","Nova Scotia","2016A000212","Flower and plant sales and resales","Dollars","81","units","0","v52221783","4.3","12717180","","","","0"
"2018","Nova Scotia","2016A000212","Flower and plant sales","Dollars","81","units","0","v52313475","4.4","","x","","","0"
"2018","Nova Scotia","2016A000212","Flower and plant resales","Dollars","81","units","0","v52313486","4.5","","x","","","0"
"2018","New Brunswick","2016A000213","Total greenhouse sales","Dollars","81","units","0","v52221762","5.1","46236640","E","","","0"
"2018","New Brunswick","2016A000213","Fruit and vegetable sales","Dollars","81","units","0","v52221773","5.2","1037789","","","","0"
"2018","New Brunswick","2016A000213","Flower and plant sales and resales","Dollars","81","units","0","v52221784","5.3","45198851","","","","0"
"2018","New Brunswick","2016A000213","Flower and plant sales","Dollars","81","units","0","v52313476","5.4","43638151","","","","0"
"2018","New Brunswick","2016A000213","Flower and plant resales","Dollars","81","units","0","v52313487","5.5","1560700","","","","0"
"2018","Quebec","2016A000224","Total greenhouse sales","Dollars","81","units","0","v52221763","6.1","356970072","E","","","0"
"2018","Quebec","2016A000224","Fruit and vegetable sales","Dollars","81","units","0","v52221774","6.2","144779497","","","","0"
"2018","Quebec","2016A000224","Flower and plant sales and resales","Dollars","81","units","0","v52221785","6.3","212190575","","","","0"
"2018","Quebec","2016A000224","Flower and plant sales","Dollars","81","units","0","v52313477","6.4","192012402","","","","0"
"2018","Quebec","2016A000224","Flower and plant resales","Dollars","81","units","0","v52313488","6.5","20178173","","","","0"
"2018","Ontario","2016A000235","Total greenhouse sales","Dollars","81","units","0","v52221764","7.1","1768168794","E","","","0"
"2018","Ontario","2016A000235","Fruit and vegetable sales","Dollars","81","units","0","v52221775","7.2","963161290","","","","0"
"2018","Ontario","2016A000235","Flower and plant sales and resales","Dollars","81","units","0","v52221786","7.3","805007504","","","","0"
"2018","Ontario","2016A000235","Flower and plant sales","Dollars","81","units","0","v52313478","7.4","676500591","","","","0"
"2018","Ontario","2016A000235","Flower and plant resales","Dollars","81","units","0","v52313489","7.5","128506913","","","","0"
"2018","Manitoba","2016A000246","Total greenhouse sales","Dollars","81","units","0","v52221765","8.1","36773327","E","","","0"
"2018","Manitoba","2016A000246","Fruit and vegetable sales","Dollars","81","units","0","v52221776","8.2","1340265","","","","0"
"2018","Manitoba","2016A000246","Flower and plant sales and resales","Dollars","81","units","0","v52221787","8.3","35433062","","","","0"
"2018","Manitoba","2016A000246","Flower and plant sales","Dollars","81","units","0","v52313479","8.4","32936949","","","","0"
"2018","Manitoba","2016A000246","Flower and plant resales","Dollars","81","units","0","v52313490","8.5","2496113","","","","0"
"2018","Saskatchewan","2016A000247","Total greenhouse sales","Dollars","81","units","0","v52221766","9.1","13563764","E","","","0"
"2018","Saskatchewan","2016A000247","Fruit and vegetable sales","Dollars","81","units","0","v52221777","9.2","1513325","","","","0"
"2018","Saskatchewan","2016A000247","Flower and plant sales and resales","Dollars","81","units","0","v52221788","9.3","12050439","","","","0"
"2018","Saskatchewan","2016A000247","Flower and plant sales","Dollars","81","units","0","v52313480","9.4","10314111","","","","0"
"2018","Saskatchewan","2016A000247","Flower and plant resales","Dollars","81","units","0","v52313491","9.5","1736328","","","","0"
"2018","Alberta","2016A000248","Total greenhouse sales","Dollars","81","units","0","v52221767","10.1","162025144","E","","","0"
"2018","Alberta","2016A000248","Fruit and vegetable sales","Dollars","81","units","0","v52221778","10.2","82086792","","","","0"
"2018","Alberta","2016A000248","Flower and plant sales and resales","Dollars","81","units","0","v52221789","10.3","79938352","","","","0"
"2018","Alberta","2016A000248","Flower and plant sales","Dollars","81","units","0","v52313481","10.4","72867618","","","","0"
"2018","Alberta","2016A000248","Flower and plant resales","Dollars","81","units","0","v52313492","10.5","7070734","","","","0"
"2018","British Columbia","2016A000259","Total greenhouse sales","Dollars","81","units","0","v52221768","11.1","645925759","E","","","0"
"2018","British Columbia","2016A000259","Fruit and vegetable sales","Dollars","81","units","0","v52221779","11.2","306899992","","","","0"
"2018","British Columbia","2016A000259","Flower and plant sales and resales","Dollars","81","units","0","v52221790","11.3","339025767","","","","0"
"2018","British Columbia","2016A000259","Flower and plant sales","Dollars","81","units","0","v52313482","11.4","312454005","","","","0"
"2018","British Columbia","2016A000259","Flower and plant resales","Dollars","81","units","0","v52313493","11.5","26571762","","","","0"
"2019","Canada","2016A000011124","Total greenhouse sales","Dollars","81","units","0","v52221769","1.1","3208923419","E","","","0"
"2019","Canada","2016A000011124","Fruit and vegetable sales","Dollars","81","units","0","v52221780","1.2","1633553175","","","","0"
"2019","Canada","2016A000011124","Flower and plant sales and resales","Dollars","81","units","0","v52221791","1.3","1575370244","","","","0"
"2019","Canada","2016A000011124","Flower and plant sales","Dollars","81","units","0","v52313483","1.4","1398469742","","","","0"
"2019","Canada","2016A000011124","Flower and plant resales","Dollars","81","units","0","v52313494","1.5","176900502","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total greenhouse sales","Dollars","81","units","0","v52221759","2.1","8464817","E","","","0"
"2019","Newfoundland and Labrador","2016A000210","Fruit and vegetable sales","Dollars","81","units","0","v52221770","2.2","284323","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Flower and plant sales and resales","Dollars","81","units","0","v52221781","2.3","8180494","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Flower and plant sales","Dollars","81","units","0","v52313473","2.4","6618954","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Flower and plant resales","Dollars","81","units","0","v52313484","2.5","1561540","","","","0"
"2019","Prince Edward Island","2016A000211","Total greenhouse sales","Dollars","81","units","0","v52221760","3.1","8799145","E","","","0"
"2019","Prince Edward Island","2016A000211","Fruit and vegetable sales","Dollars","81","units","0","v52221771","3.2","2627256","","","","0"
"2019","Prince Edward Island","2016A000211","Flower and plant sales and resales","Dollars","81","units","0","v52221782","3.3","6171889","E","","","0"
"2019","Prince Edward Island","2016A000211","Flower and plant sales","Dollars","81","units","0","v52313474","3.4","5422230","E","","","0"
"2019","Prince Edward Island","2016A000211","Flower and plant resales","Dollars","81","units","0","v52313485","3.5","749659","","","","0"
"2019","Nova Scotia","2016A000212","Total greenhouse sales","Dollars","81","units","0","v52221761","4.1","22968906","E","","","0"
"2019","Nova Scotia","2016A000212","Fruit and vegetable sales","Dollars","81","units","0","v52221772","4.2","9504106","","","","0"
"2019","Nova Scotia","2016A000212","Flower and plant sales and resales","Dollars","81","units","0","v52221783","4.3","13464800","","","","0"
"2019","Nova Scotia","2016A000212","Flower and plant sales","Dollars","81","units","0","v52313475","4.4","10774961","","","","0"
"2019","Nova Scotia","2016A000212","Flower and plant resales","Dollars","81","units","0","v52313486","4.5","2689839","","","","0"
"2019","New Brunswick","2016A000213","Total greenhouse sales","Dollars","81","units","0","v52221762","5.1","47374745","E","","","0"
"2019","New Brunswick","2016A000213","Fruit and vegetable sales","Dollars","81","units","0","v52221773","5.2","1119663","","","","0"
"2019","New Brunswick","2016A000213","Flower and plant sales and resales","Dollars","81","units","0","v52221784","5.3","46255082","","","","0"
"2019","New Brunswick","2016A000213","Flower and plant sales","Dollars","81","units","0","v52313476","5.4","44922056","","","","0"
"2019","New Brunswick","2016A000213","Flower and plant resales","Dollars","81","units","0","v52313487","5.5","1333026","","","","0"
"2019","Quebec","2016A000224","Total greenhouse sales","Dollars","81","units","0","v52221763","6.1","362006150","E","","","0"
"2019","Quebec","2016A000224","Fruit and vegetable sales","Dollars","81","units","0","v52221774","6.2","146811420","","","","0"
"2019","Quebec","2016A000224","Flower and plant sales and resales","Dollars","81","units","0","v52221785","6.3","215194730","","","","0"
"2019","Quebec","2016A000224","Flower and plant sales","Dollars","81","units","0","v52313477","6.4","193479561","","","","0"
"2019","Quebec","2016A000224","Flower and plant resales","Dollars","81","units","0","v52313488","6.5","21715169","","","","0"
"2019","Ontario","2016A000235","Total greenhouse sales","Dollars","81","units","0","v52221764","7.1","1884974133","E","","","0"
"2019","Ontario","2016A000235","Fruit and vegetable sales","Dollars","81","units","0","v52221775","7.2","1067387947","","","","0"
"2019","Ontario","2016A000235","Flower and plant sales and resales","Dollars","81","units","0","v52221786","7.3","817586186","","","","0"
"2019","Ontario","2016A000235","Flower and plant sales","Dollars","81","units","0","v52313478","7.4","705592622","","","","0"
"2019","Ontario","2016A000235","Flower and plant resales","Dollars","81","units","0","v52313489","7.5","111993564","","","","0"
"2019","Manitoba","2016A000246","Total greenhouse sales","Dollars","81","units","0","v52221765","8.1","37464804","E","","","0"
"2019","Manitoba","2016A000246","Fruit and vegetable sales","Dollars","81","units","0","v52221776","8.2","1529356","","","","0"
"2019","Manitoba","2016A000246","Flower and plant sales and resales","Dollars","81","units","0","v52221787","8.3","35935448","","","","0"
"2019","Manitoba","2016A000246","Flower and plant sales","Dollars","81","units","0","v52313479","8.4","33341030","","","","0"
"2019","Manitoba","2016A000246","Flower and plant resales","Dollars","81","units","0","v52313490","8.5","2594418","","","","0"
"2019","Saskatchewan","2016A000247","Total greenhouse sales","Dollars","81","units","0","v52221766","9.1","14812563","E","","","0"
"2019","Saskatchewan","2016A000247","Fruit and vegetable sales","Dollars","81","units","0","v52221777","9.2","1337957","","","","0"
"2019","Saskatchewan","2016A000247","Flower and plant sales and resales","Dollars","81","units","0","v52221788","9.3","13474606","","","","0"
"2019","Saskatchewan","2016A000247","Flower and plant sales","Dollars","81","units","0","v52313480","9.4","11767035","","","","0"
