"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1964","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","4137","","","","0"
"1964","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","10006","","","","0"
"1964","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","9156","","","","0"
"1964","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","3923","","","","0"
"1964","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","5233","","","","0"
"1964","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","7389","","","","0"
"1964","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","3546","","","","0"
"1964","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","3843","","","","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","2923","","","t","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","7000","","","t","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","7350","","","t","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold fresh, total","Tons","291","units ","0","v74660","2.4","3116","","","t","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold processed, total","Tons","291","units ","0","v74664","2.5","4234","","","t","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Value (fresh and processed), total","Dollars","81","thousands","3","v74677","2.6","5830","","","t","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold fresh, total","Dollars","81","thousands","3","v74678","2.7","2706","","","t","0"
"1964","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold processed, total","Dollars","81","thousands","3","v74682","2.8","3124","","","t","0"
"1964","Prairie provinces","2016A00014","Area beds, total","Square feet","279","thousands","3","v74645","5.1","263","","","","0"
"1964","Prairie provinces","2016A00014","Area harvested, total","Square feet","279","thousands","3","v74654","5.2","666","","","","0"
"1964","Prairie provinces","2016A00014","Production (fresh and processed), total","Tons","291","units ","0","v74668","5.3","403","","","","0"
"1964","Prairie provinces","2016A00014","Quantity sold fresh, total","Tons","291","units ","0","v74669","5.4","232","","","","0"
"1964","Prairie provinces","2016A00014","Quantity sold processed, total","Tons","291","units ","0","v74670","5.5","171","","","","0"
"1964","Prairie provinces","2016A00014","Value (fresh and processed), total","Dollars","81","thousands","3","v74686","5.6","371","","","","0"
"1964","Prairie provinces","2016A00014","Value sold fresh, total","Dollars","81","thousands","3","v74687","5.7","243","","","","0"
"1964","Prairie provinces","2016A00014","Value sold processed, total","Dollars","81","thousands","3","v74688","5.8","128","","","","0"
"1964","British Columbia","2016A000259","Area beds, total","Square feet","279","thousands","3","v74646","6.1","951","","","","0"
"1964","British Columbia","2016A000259","Area harvested, total","Square feet","279","thousands","3","v74655","6.2","2340","","","","0"
"1964","British Columbia","2016A000259","Production (fresh and processed), total","Tons","291","units ","0","v74671","6.3","1404","","","","0"
"1964","British Columbia","2016A000259","Quantity sold fresh, total","Tons","291","units ","0","v74672","6.4","576","","","","0"
"1964","British Columbia","2016A000259","Quantity sold processed, total","Tons","291","units ","0","v74673","6.5","828","","","","0"
"1964","British Columbia","2016A000259","Value (fresh and processed), total","Dollars","81","thousands","3","v74647","6.6","1188","","","","0"
"1964","British Columbia","2016A000259","Value sold fresh, total","Dollars","81","thousands","3","v74648","6.7","597","","","","0"
"1964","British Columbia","2016A000259","Value sold processed, total","Dollars","81","thousands","3","v74649","6.8","591","","","","0"
"1965","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","4000","","","","0"
"1965","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","9399","","","","0"
"1965","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","9439","","","","0"
"1965","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","4022","","","","0"
"1965","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","5417","","","","0"
"1965","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","7875","","","","0"
"1965","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","3793","","","","0"
"1965","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","4082","","","","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","2892","","","t","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","6678","","","t","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","7510","","","t","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold fresh, total","Tons","291","units ","0","v74660","2.4","3113","","","t","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold processed, total","Tons","291","units ","0","v74664","2.5","4397","","","t","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Value (fresh and processed), total","Dollars","81","thousands","3","v74677","2.6","6213","","","t","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold fresh, total","Dollars","81","thousands","3","v74678","2.7","2883","","","t","0"
"1965","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold processed, total","Dollars","81","thousands","3","v74682","2.8","3330","","","t","0"
"1965","Prairie provinces","2016A00014","Area beds, total","Square feet","279","thousands","3","v74645","5.1","243","","","","0"
"1965","Prairie provinces","2016A00014","Area harvested, total","Square feet","279","thousands","3","v74654","5.2","592","","","","0"
"1965","Prairie provinces","2016A00014","Production (fresh and processed), total","Tons","291","units ","0","v74668","5.3","500","","","","0"
"1965","Prairie provinces","2016A00014","Quantity sold fresh, total","Tons","291","units ","0","v74669","5.4","192","","","","0"
"1965","Prairie provinces","2016A00014","Quantity sold processed, total","Tons","291","units ","0","v74670","5.5","308","","","","0"
"1965","Prairie provinces","2016A00014","Value (fresh and processed), total","Dollars","81","thousands","3","v74686","5.6","433","","","","0"
"1965","Prairie provinces","2016A00014","Value sold fresh, total","Dollars","81","thousands","3","v74687","5.7","194","","","","0"
"1965","Prairie provinces","2016A00014","Value sold processed, total","Dollars","81","thousands","3","v74688","5.8","239","","","","0"
"1965","British Columbia","2016A000259","Area beds, total","Square feet","279","thousands","3","v74646","6.1","865","","","","0"
"1965","British Columbia","2016A000259","Area harvested, total","Square feet","279","thousands","3","v74655","6.2","2129","","","","0"
"1965","British Columbia","2016A000259","Production (fresh and processed), total","Tons","291","units ","0","v74671","6.3","1430","","","","0"
"1965","British Columbia","2016A000259","Quantity sold fresh, total","Tons","291","units ","0","v74672","6.4","717","","","","0"
"1965","British Columbia","2016A000259","Quantity sold processed, total","Tons","291","units ","0","v74673","6.5","713","","","","0"
"1965","British Columbia","2016A000259","Value (fresh and processed), total","Dollars","81","thousands","3","v74647","6.6","1229","","","","0"
"1965","British Columbia","2016A000259","Value sold fresh, total","Dollars","81","thousands","3","v74648","6.7","716","","","","0"
"1965","British Columbia","2016A000259","Value sold processed, total","Dollars","81","thousands","3","v74649","6.8","513","","","","0"
"1966","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","3930","","","","0"
"1966","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","9277","","","","0"
"1966","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","9530","","","","0"
"1966","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","3650","","","","0"
"1966","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","5880","","","","0"
"1966","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","7945","","","","0"
"1966","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","3491","","","","0"
"1966","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","4454","","","","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","2627","","","t","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","6811","","","t","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","7710","","","t","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold fresh, total","Tons","291","units ","0","v74660","2.4","2962","","","t","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold processed, total","Tons","291","units ","0","v74664","2.5","4749","","","t","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Value (fresh and processed), total","Dollars","81","thousands","3","v74677","2.6","6290","","","t","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold fresh, total","Dollars","81","thousands","3","v74678","2.7","2798","","","t","0"
"1966","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold processed, total","Dollars","81","thousands","3","v74682","2.8","3492","","","t","0"
"1966","Prairie provinces","2016A00014","Area beds, total","Square feet","279","thousands","3","v74645","5.1","250","","","","0"
"1966","Prairie provinces","2016A00014","Area harvested, total","Square feet","279","thousands","3","v74654","5.2","414","","","","0"
"1966","Prairie provinces","2016A00014","Production (fresh and processed), total","Tons","291","units ","0","v74668","5.3","470","","","","0"
"1966","Prairie provinces","2016A00014","Quantity sold fresh, total","Tons","291","units ","0","v74669","5.4","196","","","","0"
"1966","Prairie provinces","2016A00014","Quantity sold processed, total","Tons","291","units ","0","v74670","5.5","274","","","","0"
"1966","Prairie provinces","2016A00014","Value (fresh and processed), total","Dollars","81","thousands","3","v74686","5.6","451","","","","0"
"1966","Prairie provinces","2016A00014","Value sold fresh, total","Dollars","81","thousands","3","v74687","5.7","226","","","","0"
"1966","Prairie provinces","2016A00014","Value sold processed, total","Dollars","81","thousands","3","v74688","5.8","225","","","","0"
"1966","British Columbia","2016A000259","Area beds, total","Square feet","279","thousands","3","v74646","6.1","1053","","","","0"
"1966","British Columbia","2016A000259","Area harvested, total","Square feet","279","thousands","3","v74655","6.2","2052","","","","0"
"1966","British Columbia","2016A000259","Production (fresh and processed), total","Tons","291","units ","0","v74671","6.3","1350","","","","0"
"1966","British Columbia","2016A000259","Quantity sold fresh, total","Tons","291","units ","0","v74672","6.4","493","","","","0"
"1966","British Columbia","2016A000259","Quantity sold processed, total","Tons","291","units ","0","v74673","6.5","857","","","","0"
"1966","British Columbia","2016A000259","Value (fresh and processed), total","Dollars","81","thousands","3","v74647","6.6","1204","","","","0"
"1966","British Columbia","2016A000259","Value sold fresh, total","Dollars","81","thousands","3","v74648","6.7","467","","","","0"
"1966","British Columbia","2016A000259","Value sold processed, total","Dollars","81","thousands","3","v74649","6.8","737","","","","0"
"1967","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","3843","","","","0"
"1967","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","9377","","","","0"
"1967","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","10790","","","","0"
"1967","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","","x","","","0"
"1967","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","","x","","","0"
"1967","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","9652","","","","0"
"1967","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","","x","","","0"
"1967","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","","x","","","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","2905","","","t","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","7246","","","t","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","8938","","","t","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold fresh, total","Tons","291","units ","0","v74660","2.4","3525","","","t","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold processed, total","Tons","291","units ","0","v74664","2.5","5414","","","t","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Value (fresh and processed), total","Dollars","81","thousands","3","v74677","2.6","7837","","","t","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold fresh, total","Dollars","81","thousands","3","v74678","2.7","3670","","","t","0"
"1967","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold processed, total","Dollars","81","thousands","3","v74682","2.8","4167","","","t","0"
"1967","Prairie provinces","2016A00014","Area beds, total","Square feet","279","thousands","3","v74645","5.1","204","","","","0"
"1967","Prairie provinces","2016A00014","Area harvested, total","Square feet","279","thousands","3","v74654","5.2","296","","","","0"
"1967","Prairie provinces","2016A00014","Production (fresh and processed), total","Tons","291","units ","0","v74668","5.3","511","","","","0"
"1967","Prairie provinces","2016A00014","Quantity sold fresh, total","Tons","291","units ","0","v74669","5.4","","x","","","0"
"1967","Prairie provinces","2016A00014","Quantity sold processed, total","Tons","291","units ","0","v74670","5.5","","x","","","0"
"1967","Prairie provinces","2016A00014","Value (fresh and processed), total","Dollars","81","thousands","3","v74686","5.6","484","","","","0"
"1967","Prairie provinces","2016A00014","Value sold fresh, total","Dollars","81","thousands","3","v74687","5.7","","x","","","0"
"1967","Prairie provinces","2016A00014","Value sold processed, total","Dollars","81","thousands","3","v74688","5.8","","x","","","0"
"1967","British Columbia","2016A000259","Area beds, total","Square feet","279","thousands","3","v74646","6.1","734","","","","0"
"1967","British Columbia","2016A000259","Area harvested, total","Square feet","279","thousands","3","v74655","6.2","1835","","","","0"
"1967","British Columbia","2016A000259","Production (fresh and processed), total","Tons","291","units ","0","v74671","6.3","1341","","","","0"
"1967","British Columbia","2016A000259","Quantity sold fresh, total","Tons","291","units ","0","v74672","6.4","669","","","","0"
"1967","British Columbia","2016A000259","Quantity sold processed, total","Tons","291","units ","0","v74673","6.5","672","","","","0"
"1967","British Columbia","2016A000259","Value (fresh and processed), total","Dollars","81","thousands","3","v74647","6.6","1331","","","","0"
"1967","British Columbia","2016A000259","Value sold fresh, total","Dollars","81","thousands","3","v74648","6.7","783","","","","0"
"1967","British Columbia","2016A000259","Value sold processed, total","Dollars","81","thousands","3","v74649","6.8","548","","","","0"
"1968","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","3841","","","","0"
"1968","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","9817","","","","0"
"1968","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","","x","","","0"
"1968","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","4908","","","","0"
"1968","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","","x","","","0"
"1968","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","","x","","","0"
"1968","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","5243","","","","0"
"1968","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","","x","","","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","2866","","","t","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","7451","","","t","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","9281","","","t","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold fresh, total","Tons","291","units ","0","v74660","2.4","3997","","","t","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold processed, total","Tons","291","units ","0","v74664","2.5","5285","","","t","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Value (fresh and processed), total","Dollars","81","thousands","3","v74677","2.6","8217","","","t","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold fresh, total","Dollars","81","thousands","3","v74678","2.7","4140","","","t","0"
"1968","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold processed, total","Dollars","81","thousands","3","v74682","2.8","4077","","","t","0"
"1968","Prairie provinces","2016A00014","Area beds, total","Square feet","279","thousands","3","v74645","5.1","245","","","","0"
"1968","Prairie provinces","2016A00014","Area harvested, total","Square feet","279","thousands","3","v74654","5.2","766","","","","0"
"1968","Prairie provinces","2016A00014","Production (fresh and processed), total","Tons","291","units ","0","v74668","5.3","","x","","","0"
"1968","Prairie provinces","2016A00014","Quantity sold fresh, total","Tons","291","units ","0","v74669","5.4","248","","","","0"
"1968","Prairie provinces","2016A00014","Quantity sold processed, total","Tons","291","units ","0","v74670","5.5","","x","","","0"
"1968","Prairie provinces","2016A00014","Value (fresh and processed), total","Dollars","81","thousands","3","v74686","5.6","","x","","","0"
"1968","Prairie provinces","2016A00014","Value sold fresh, total","Dollars","81","thousands","3","v74687","5.7","297","","","","0"
"1968","Prairie provinces","2016A00014","Value sold processed, total","Dollars","81","thousands","3","v74688","5.8","","x","","","0"
"1968","British Columbia","2016A000259","Area beds, total","Square feet","279","thousands","3","v74646","6.1","730","","","","0"
"1968","British Columbia","2016A000259","Area harvested, total","Square feet","279","thousands","3","v74655","6.2","1600","","","","0"
"1968","British Columbia","2016A000259","Production (fresh and processed), total","Tons","291","units ","0","v74671","6.3","1515","","","","0"
"1968","British Columbia","2016A000259","Quantity sold fresh, total","Tons","291","units ","0","v74672","6.4","664","","","","0"
"1968","British Columbia","2016A000259","Quantity sold processed, total","Tons","291","units ","0","v74673","6.5","851","","","","0"
"1968","British Columbia","2016A000259","Value (fresh and processed), total","Dollars","81","thousands","3","v74647","6.6","1502","","","","0"
"1968","British Columbia","2016A000259","Value sold fresh, total","Dollars","81","thousands","3","v74648","6.7","806","","","","0"
"1968","British Columbia","2016A000259","Value sold processed, total","Dollars","81","thousands","3","v74649","6.8","696","","","","0"
"1969","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","3996","","","","0"
"1969","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","10261","","","","0"
"1969","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","11504","","","","0"
"1969","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","5116","","","","0"
"1969","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","6388","","","","0"
"1969","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","10667","","","","0"
"1969","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","5650","","","","0"
"1969","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","5017","","","","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","2961","","","t","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","7301","","","t","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","9252","","","t","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold fresh, total","Tons","291","units ","0","v74660","2.4","4158","","","t","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold processed, total","Tons","291","units ","0","v74664","2.5","5094","","","t","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Value (fresh and processed), total","Dollars","81","thousands","3","v74677","2.6","8432","","","t","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold fresh, total","Dollars","81","thousands","3","v74678","2.7","4476","","","t","0"
"1969","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold processed, total","Dollars","81","thousands","3","v74682","2.8","3956","","","t","0"
"1969","Prairie provinces","2016A00014","Area beds, total","Square feet","279","thousands","3","v74645","5.1","285","","","","0"
"1969","Prairie provinces","2016A00014","Area harvested, total","Square feet","279","thousands","3","v74654","5.2","898","","","","0"
"1969","Prairie provinces","2016A00014","Production (fresh and processed), total","Tons","291","units ","0","v74668","5.3","687","","","","0"
"1969","Prairie provinces","2016A00014","Quantity sold fresh, total","Tons","291","units ","0","v74669","5.4","238","","","","0"
"1969","Prairie provinces","2016A00014","Quantity sold processed, total","Tons","291","units ","0","v74670","5.5","449","","","","0"
"1969","Prairie provinces","2016A00014","Value (fresh and processed), total","Dollars","81","thousands","3","v74686","5.6","639","","","","0"
"1969","Prairie provinces","2016A00014","Value sold fresh, total","Dollars","81","thousands","3","v74687","5.7","285","","","","0"
"1969","Prairie provinces","2016A00014","Value sold processed, total","Dollars","81","thousands","3","v74688","5.8","354","","","","0"
"1969","British Columbia","2016A000259","Area beds, total","Square feet","279","thousands","3","v74646","6.1","750","","","","0"
"1969","British Columbia","2016A000259","Area harvested, total","Square feet","279","thousands","3","v74655","6.2","2062","","","","0"
"1969","British Columbia","2016A000259","Production (fresh and processed), total","Tons","291","units ","0","v74671","6.3","1566","","","","0"
"1969","British Columbia","2016A000259","Quantity sold fresh, total","Tons","291","units ","0","v74672","6.4","720","","","","0"
"1969","British Columbia","2016A000259","Quantity sold processed, total","Tons","291","units ","0","v74673","6.5","846","","","","0"
"1969","British Columbia","2016A000259","Value (fresh and processed), total","Dollars","81","thousands","3","v74647","6.6","1596","","","","0"
"1969","British Columbia","2016A000259","Value sold fresh, total","Dollars","81","thousands","3","v74648","6.7","889","","","","0"
"1969","British Columbia","2016A000259","Value sold processed, total","Dollars","81","thousands","3","v74649","6.8","707","","","","0"
"1970","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","4390","","","","0"
"1970","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","11610","","","","0"
"1970","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","12965","","","","0"
"1970","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","6091","","","","0"
"1970","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","6874","","","","0"
"1970","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","13177","","","","0"
"1970","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","6850","","","","0"
"1970","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","6327","","","","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","3333","","","t","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","8562","","","t","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","10525","","","t","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold fresh, total","Tons","291","units ","0","v74660","2.4","4905","","","t","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Quantity sold processed, total","Tons","291","units ","0","v74664","2.5","5620","","","t","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Value (fresh and processed), total","Dollars","81","thousands","3","v74677","2.6","10557","","","t","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold fresh, total","Dollars","81","thousands","3","v74678","2.7","5333","","","t","0"
"1970","Eastern Canada (Maritimes, Quebec and Ontario)","","Value sold processed, total","Dollars","81","thousands","3","v74682","2.8","5224","","","t","0"
"1970","Prairie provinces","2016A00014","Area beds, total","Square feet","279","thousands","3","v74645","5.1","277","","","","0"
"1970","Prairie provinces","2016A00014","Area harvested, total","Square feet","279","thousands","3","v74654","5.2","903","","","","0"
"1970","Prairie provinces","2016A00014","Production (fresh and processed), total","Tons","291","units ","0","v74668","5.3","791","","","","0"
"1970","Prairie provinces","2016A00014","Quantity sold fresh, total","Tons","291","units ","0","v74669","5.4","310","","","","0"
"1970","Prairie provinces","2016A00014","Quantity sold processed, total","Tons","291","units ","0","v74670","5.5","482","","","","0"
"1970","Prairie provinces","2016A00014","Value (fresh and processed), total","Dollars","81","thousands","3","v74686","5.6","838","","","","0"
"1970","Prairie provinces","2016A00014","Value sold fresh, total","Dollars","81","thousands","3","v74687","5.7","398","","","","0"
"1970","Prairie provinces","2016A00014","Value sold processed, total","Dollars","81","thousands","3","v74688","5.8","440","","","","0"
"1970","British Columbia","2016A000259","Area beds, total","Square feet","279","thousands","3","v74646","6.1","780","","","","0"
"1970","British Columbia","2016A000259","Area harvested, total","Square feet","279","thousands","3","v74655","6.2","2145","","","","0"
"1970","British Columbia","2016A000259","Production (fresh and processed), total","Tons","291","units ","0","v74671","6.3","1649","","","","0"
"1970","British Columbia","2016A000259","Quantity sold fresh, total","Tons","291","units ","0","v74672","6.4","876","","","","0"
"1970","British Columbia","2016A000259","Quantity sold processed, total","Tons","291","units ","0","v74673","6.5","773","","","","0"
"1970","British Columbia","2016A000259","Value (fresh and processed), total","Dollars","81","thousands","3","v74647","6.6","1782","","","","0"
"1970","British Columbia","2016A000259","Value sold fresh, total","Dollars","81","thousands","3","v74648","6.7","1119","","","","0"
"1970","British Columbia","2016A000259","Value sold processed, total","Dollars","81","thousands","3","v74649","6.8","663","","","","0"
"1971","Canada","2016A000011124","Area beds, total","Square feet","279","thousands","3","v74641","1.1","4740","","","","0"
"1971","Canada","2016A000011124","Area harvested, total","Square feet","279","thousands","3","v74650","1.2","13150","","","","0"
"1971","Canada","2016A000011124","Production (fresh and processed), total","Tons","291","units ","0","v74656","1.3","16118","","","","0"
"1971","Canada","2016A000011124","Quantity sold fresh, total","Tons","291","units ","0","v74657","1.4","6985","","","","0"
"1971","Canada","2016A000011124","Quantity sold processed, total","Tons","291","units ","0","v74658","1.5","9133","","","","0"
"1971","Canada","2016A000011124","Value (fresh and processed), total","Dollars","81","thousands","3","v74674","1.6","16917","","","","0"
"1971","Canada","2016A000011124","Value sold fresh, total","Dollars","81","thousands","3","v74675","1.7","8444","","","","0"
"1971","Canada","2016A000011124","Value sold processed, total","Dollars","81","thousands","3","v74676","1.8","8473","","","","0"
"1971","Eastern Canada (Maritimes, Quebec and Ontario)","","Area beds, total","Square feet","279","thousands","3","v74642","2.1","3625","","","t","0"
"1971","Eastern Canada (Maritimes, Quebec and Ontario)","","Area harvested, total","Square feet","279","thousands","3","v74651","2.2","10123","","","t","0"
"1971","Eastern Canada (Maritimes, Quebec and Ontario)","","Production (fresh and processed), total","Tons","291","units ","0","v74659","2.3","13081","","","t","0"
